Name,Age,Gender,Math,Physics,CS,Passed
Grace,24,M,80,35,69,Yes
Liam,24,M,42,34,47,No
Eva,25,F,84,87,68,Yes
Bob,20,F,36,79,33,No
Grace,21,F,78,65,48,Yes
Charlie,18,M,83,43,92,Yes
Noah,25,M,99,68,55,Yes
Mia,25,M,70,47,61,No
Jack,20,F,79,38,86,Yes
Grace,23,F,79,93,40,Yes
Charlie,21,F,46,59,38,No
Uma,18,M,93,70,81,Yes
Noah,19,F,93,57,56,Yes
Steve,25,F,79,48,54,Yes
Eva,24,M,57,76,86,Yes
Mia,18,M,68,37,34,No
Quinn,25,M,82,80,44,Yes
Henry,18,F,82,62,55,Yes
Quinn,24,M,91,87,43,Yes
Tom,25,F,96,51,61,Yes
Steve,22,M,77,37,42,No
Steve,24,F,75,94,48,Yes
Charlie,19,M,97,76,86,Yes
Noah,20,M,59,51,35,No
Quinn,22,M,100,71,67,Yes
Diana,25,M,48,53,87,Yes
Noah,19,F,85,51,100,Yes
Bob,24,M,72,87,74,Yes
Alice,24,F,89,81,46,Yes
Rachel,19,F,67,83,93,Yes
Quinn,24,F,89,40,77,Yes
Uma,24,M,59,30,96,Yes
Liam,23,F,70,99,93,Yes
Uma,19,M,65,83,49,Yes
Charlie,19,F,87,38,52,No
Diana,21,F,63,65,40,No
Grace,23,F,37,37,43,No
Tom,19,F,61,71,43,No
Grace,24,F,36,45,47,No
Rachel,19,F,63,65,42,No
Ivy,22,F,58,55,84,Yes
Quinn,19,M,30,40,65,No
Ivy,20,M,34,65,44,No
Alice,24,M,76,100,99,Yes
Grace,24,F,81,93,57,Yes
Grace,23,M,77,45,65,Yes
Ivy,24,M,82,52,45,No
Steve,20,M,85,78,42,Yes
Eva,24,F,75,35,32,No
Charlie,20,M,37,98,42,No
Henry,22,M,74,74,100,Yes
Mia,23,M,30,39,47,No
Liam,18,F,100,64,64,Yes
Bob,22,F,61,63,36,No
Frank,21,M,49,94,64,Yes
Alice,18,F,54,55,61,No
Diana,18,M,55,51,53,No
Bob,21,F,71,71,98,Yes
Mia,18,M,98,83,83,Yes
Tom,21,F,45,77,92,Yes
Liam,20,M,89,73,51,Yes
Henry,23,M,38,89,92,Yes
Jack,19,M,71,55,54,Yes
Rachel,20,F,48,65,69,Yes
Jack,20,F,78,79,78,Yes
Bob,20,F,81,96,68,Yes
Uma,25,F,64,49,53,No
Noah,25,F,58,30,68,No
Noah,19,M,55,52,71,No
Tom,24,M,61,38,52,No
Tom,22,M,42,51,80,No
Liam,25,F,30,60,60,No
Grace,24,M,100,68,88,Yes
Steve,20,F,95,81,98,Yes
Bob,25,M,65,47,35,No
Henry,19,M,76,51,68,Yes
Uma,22,M,36,65,39,No
Eva,20,M,96,94,87,Yes
Paul,24,M,76,56,87,Yes
Henry,22,F,77,91,92,Yes
Paul,25,F,63,63,60,Yes
Ivy,23,M,91,88,89,Yes
Grace,18,M,74,56,98,Yes
Liam,19,F,36,59,72,No
Eva,25,M,100,88,33,Yes
Olivia,18,M,44,44,31,No
Diana,24,M,93,77,66,Yes
Diana,21,F,58,68,44,No
Quinn,21,M,53,45,95,Yes
Paul,18,F,35,42,58,No
Quinn,20,F,75,39,37,No
Jack,23,F,52,55,61,No
Jack,25,M,56,68,74,Yes
Grace,23,F,59,65,62,Yes
Eva,25,F,81,98,83,Yes
Jack,18,M,94,38,89,Yes
Rachel,22,M,96,86,31,Yes
Charlie,19,M,59,71,66,Yes
Jack,24,F,49,34,58,No
Olivia,20,M,55,45,44,No
Grace,21,M,35,75,74,Yes
Uma,23,F,93,47,51,Yes
Rachel,23,M,61,80,65,Yes
Steve,20,F,97,32,68,Yes
Eva,24,M,56,42,31,No
Tom,25,M,93,54,44,Yes
Frank,22,M,78,71,31,Yes
Frank,24,F,93,90,73,Yes
Uma,18,M,46,82,95,Yes
Alice,22,M,44,73,61,No
Uma,25,M,80,33,33,No
Bob,20,F,69,56,86,Yes
Henry,21,F,75,38,54,No
Olivia,20,F,96,64,41,Yes
Noah,21,M,82,36,76,Yes
Quinn,24,M,87,100,90,Yes
Quinn,23,F,100,37,96,Yes
Olivia,24,F,93,38,77,Yes
Rachel,23,M,75,37,44,No
Grace,24,F,76,65,90,Yes
Charlie,20,F,82,82,59,Yes
Paul,18,F,39,43,89,No
Uma,25,F,64,36,86,Yes
Alice,21,M,39,47,39,No
Jack,21,M,69,96,63,Yes
Diana,24,F,64,43,85,Yes
Rachel,23,M,91,87,84,Yes
Olivia,25,F,75,39,57,No
Olivia,25,M,46,77,40,No
Paul,19,M,54,48,89,Yes
Liam,24,F,97,38,91,Yes
Tom,18,M,74,93,69,Yes
Bob,20,M,72,71,91,Yes
Paul,23,M,76,50,34,No
Mia,22,F,91,43,76,Yes
Frank,25,F,56,54,57,No
Bob,24,M,99,58,35,Yes
Noah,25,F,87,42,84,Yes
Paul,18,F,38,47,50,No
Charlie,23,F,31,32,63,No
Noah,18,F,57,85,39,Yes
Quinn,19,M,59,77,51,Yes
Diana,21,F,60,48,94,Yes
Henry,19,F,88,86,48,Yes
Charlie,25,F,82,97,60,Yes
Olivia,18,F,79,37,52,No
Mia,25,M,96,56,33,Yes
Frank,25,M,68,49,86,Yes
Jack,18,M,98,69,86,Yes
Uma,21,F,91,38,100,Yes
Paul,21,F,74,72,59,Yes
Alice,25,F,72,42,95,Yes
Eva,21,F,78,86,53,Yes
Grace,24,F,80,84,33,Yes
Alice,22,F,73,89,83,Yes
Steve,18,F,51,99,59,Yes
Henry,19,F,40,39,100,No
Charlie,19,F,73,74,82,Yes
Mia,21,F,54,33,32,No
Paul,23,M,99,66,55,Yes
Alice,22,F,73,32,57,No
Quinn,22,M,69,53,88,Yes
Diana,20,F,71,40,85,Yes
Bob,25,M,44,71,73,Yes
Quinn,24,F,56,58,42,No
Charlie,23,F,97,82,51,Yes
Jack,24,M,52,48,53,No
Alice,21,F,48,64,50,No
Eva,23,F,42,98,96,Yes
Bob,22,F,58,47,76,Yes
Paul,24,M,37,69,54,No
Mia,20,M,42,94,59,Yes
Steve,22,M,88,91,37,Yes
Uma,24,M,78,44,65,Yes
Bob,24,F,71,80,93,Yes
Uma,20,M,33,56,42,No
Eva,24,F,84,46,85,Yes
Noah,18,F,31,72,53,No
Rachel,23,F,95,89,54,Yes
Mia,25,M,79,95,34,Yes
Olivia,23,F,61,51,55,No
Bob,23,M,45,48,43,No
Bob,22,F,73,86,59,Yes
Steve,23,F,68,34,76,No
Uma,25,M,62,100,34,Yes
Alice,20,M,90,89,88,Yes
Tom,22,F,80,99,46,Yes
Rachel,18,M,89,64,39,Yes
Liam,23,F,73,82,78,Yes
Steve,24,F,85,40,99,Yes
Frank,24,F,90,55,32,No
Noah,22,F,36,77,54,No
Tom,25,F,80,66,62,Yes
Frank,19,F,60,36,37,No
Charlie,23,F,46,72,89,Yes
Olivia,25,M,83,48,38,No
Olivia,21,F,84,69,97,Yes
Tom,23,F,61,38,82,Yes
Eva,25,F,34,33,57,No
Grace,23,F,87,92,40,Yes
Diana,18,M,75,31,99,Yes
Diana,21,F,68,32,70,No
Grace,22,F,67,91,82,Yes
Mia,19,F,71,98,99,Yes
Diana,24,M,73,88,87,Yes
Henry,18,M,74,48,83,Yes
Grace,21,M,42,43,75,No
Charlie,20,F,62,96,85,Yes
Grace,20,F,45,100,83,Yes
Charlie,24,F,85,46,55,Yes
Diana,19,M,58,82,32,No
Diana,23,F,77,82,79,Yes
Eva,21,M,98,73,55,Yes
Steve,23,M,45,88,40,No
Bob,23,M,76,48,100,Yes
Henry,25,M,79,31,48,No
Noah,19,M,52,50,51,No
Eva,21,M,93,40,32,No
Frank,18,F,94,88,59,Yes
Paul,23,M,33,49,72,No
Bob,19,M,68,44,95,Yes
Henry,19,F,49,40,95,Yes
Quinn,20,F,88,30,55,No
Rachel,22,F,79,34,41,No
Bob,23,F,82,77,57,Yes
Rachel,22,M,33,58,80,No
Bob,21,F,50,96,52,Yes
Alice,19,M,90,63,69,Yes
Bob,24,M,88,30,66,Yes
Tom,18,M,68,71,84,Yes
Noah,23,F,74,42,58,No
Henry,21,F,52,87,62,Yes
Diana,22,M,51,54,57,No
Paul,22,M,35,79,77,Yes
Alice,22,M,70,72,100,Yes
Henry,25,F,51,51,96,Yes
Grace,22,F,100,77,52,Yes
Charlie,23,F,84,63,84,Yes
Noah,22,M,51,50,48,No
Charlie,22,M,46,78,47,No
Charlie,24,M,40,84,67,Yes
Ivy,22,F,98,47,63,Yes
Eva,18,M,92,88,31,Yes
Jack,22,F,52,72,45,No
Noah,22,M,92,34,48,No
Olivia,25,F,78,33,52,No
Henry,21,F,47,86,30,No
Grace,23,F,55,100,80,Yes
Diana,22,F,47,95,81,Yes
Uma,18,M,51,71,83,Yes
Frank,20,M,66,91,37,Yes
Eva,18,M,73,79,95,Yes
Jack,23,M,82,82,65,Yes
Henry,24,M,100,38,52,Yes
Bob,23,M,89,90,71,Yes
Eva,20,F,36,74,50,No
Paul,21,F,89,41,88,Yes
Olivia,24,M,74,42,41,No
Tom,23,F,38,42,46,No
Quinn,23,M,55,67,68,Yes
Uma,18,F,37,34,73,No
Diana,18,M,88,89,59,Yes
Ivy,21,F,83,32,76,Yes
Paul,24,M,46,99,51,Yes
Steve,20,M,82,79,45,Yes
Uma,18,F,84,48,71,Yes
Rachel,22,M,42,91,97,Yes
Liam,23,M,57,43,95,Yes
Charlie,22,M,68,91,91,Yes
Olivia,23,F,54,63,73,Yes
Grace,22,M,37,49,59,No
Quinn,22,M,76,40,72,Yes
Jack,22,F,40,99,97,Yes
Diana,21,F,38,64,60,No
Frank,20,M,92,38,69,Yes
Ivy,23,F,54,87,84,Yes
Eva,19,M,30,39,57,No
Bob,25,F,71,32,57,No
Steve,25,M,32,64,30,No
Tom,23,F,36,88,35,No
Eva,23,M,61,63,57,Yes
Rachel,25,F,36,68,77,Yes
Tom,25,F,49,100,85,Yes
Rachel,19,F,99,100,67,Yes
Liam,21,F,84,80,38,Yes
Diana,22,F,77,40,58,No
Frank,24,F,63,63,93,Yes
Rachel,24,F,37,48,87,No
Henry,19,M,54,73,77,Yes
Rachel,25,F,47,86,36,No
Tom,24,M,76,72,53,Yes
Jack,20,M,95,66,86,Yes
Diana,21,M,30,93,54,No
Paul,18,M,55,76,96,Yes
Ivy,20,M,99,35,50,Yes
Charlie,25,F,69,54,87,Yes
Grace,18,F,31,75,47,No
Uma,22,F,100,74,45,Yes
Rachel,19,M,97,64,39,Yes
Grace,25,F,96,34,82,Yes
Paul,18,F,62,82,92,Yes
Mia,25,M,52,73,75,Yes
Paul,23,M,87,86,100,Yes
Liam,21,F,45,59,71,No
Ivy,23,M,84,85,100,Yes
Mia,21,M,77,78,43,Yes
Frank,24,M,98,77,36,Yes
Ivy,22,F,33,32,59,No
Grace,21,M,91,83,44,Yes
Alice,20,M,63,35,36,No
Bob,25,M,91,40,59,Yes
Alice,21,F,30,43,45,No
Grace,25,F,75,73,72,Yes
Frank,19,M,72,62,42,No
Diana,19,M,46,81,87,Yes
Noah,23,F,46,90,31,No
Rachel,22,F,79,45,55,No
Tom,24,F,89,75,91,Yes
Frank,23,M,50,80,94,Yes
Noah,23,F,65,95,91,Yes
Paul,18,M,36,43,45,No
Bob,23,F,45,63,43,No
Ivy,23,F,50,88,76,Yes
Tom,24,M,63,72,59,Yes
Quinn,18,F,100,57,100,Yes
Rachel,25,F,56,69,93,Yes
Steve,18,F,97,34,65,Yes
Alice,22,F,90,88,52,Yes
Olivia,20,F,72,73,40,Yes
Noah,23,F,100,91,55,Yes
Olivia,18,F,79,50,64,Yes
Noah,24,F,52,81,84,Yes
Grace,21,M,38,69,76,Yes
Paul,19,F,95,59,30,Yes
Eva,24,M,56,54,83,Yes
Steve,23,F,50,62,42,No
Frank,24,M,94,95,77,Yes
Paul,21,M,95,63,58,Yes
Tom,22,F,54,77,37,No
Olivia,24,F,70,87,97,Yes
Mia,19,F,89,97,60,Yes
Paul,21,M,76,62,79,Yes
Olivia,21,F,39,64,42,No
Steve,24,M,49,42,38,No
Paul,24,F,74,42,92,Yes
Henry,23,M,94,70,33,Yes
Eva,20,M,92,36,64,Yes
Rachel,20,M,61,71,65,Yes
Eva,25,M,41,64,77,Yes
Eva,23,F,84,34,50,No
Rachel,19,F,44,45,72,No
Quinn,21,F,54,35,30,No
Eva,24,F,94,88,58,Yes
Charlie,22,M,60,53,89,Yes
Charlie,20,F,86,56,43,Yes
Bob,21,M,83,41,45,No
Quinn,18,F,57,82,84,Yes
Steve,22,M,37,37,74,No
Tom,20,M,38,86,32,No
Liam,18,M,95,95,94,Yes
Quinn,22,M,77,45,62,Yes
Eva,20,F,51,37,79,No
Henry,22,M,63,93,31,Yes
Charlie,20,M,34,92,85,Yes
Mia,22,M,64,89,89,Yes
Uma,22,F,81,53,75,Yes
Quinn,20,F,79,74,82,Yes
Rachel,23,M,96,68,37,Yes
Uma,19,F,36,95,88,Yes
Diana,21,F,100,76,75,Yes
Bob,20,F,49,86,67,Yes
Eva,22,M,44,66,96,Yes
Liam,24,M,82,31,69,Yes
Tom,18,F,86,34,91,Yes
Noah,21,F,38,56,99,Yes
Jack,21,M,74,38,44,No
Steve,22,F,89,82,49,Yes
Noah,24,M,93,44,59,Yes
Liam,19,F,69,64,44,No
Tom,25,F,85,90,95,Yes
Grace,25,M,96,98,74,Yes
Charlie,20,F,46,56,74,No
Paul,20,F,98,79,78,Yes
Ivy,21,M,78,44,63,Yes
Steve,23,F,95,80,34,Yes
Alice,18,F,30,90,56,No
Tom,24,M,98,62,70,Yes
Bob,21,F,32,53,93,No
Quinn,25,F,87,72,62,Yes
Henry,24,M,43,31,84,No
Paul,22,F,66,100,34,Yes
Ivy,21,F,45,49,72,No
Charlie,23,M,72,34,82,Yes
Jack,23,F,61,70,91,Yes
Steve,19,M,80,76,42,Yes
Bob,21,F,79,76,39,Yes
Noah,24,F,70,53,43,No
Uma,25,M,63,45,54,No
Bob,20,M,63,60,83,Yes
Uma,19,F,48,68,74,Yes
Charlie,21,M,39,43,70,No
Liam,23,M,53,66,61,Yes
Henry,22,F,32,100,86,Yes
Rachel,20,F,78,31,58,No
Alice,22,M,55,45,93,Yes
Charlie,20,M,96,72,81,Yes
Mia,25,M,80,66,36,Yes
Jack,25,M,53,98,84,Yes
Eva,19,M,39,75,43,No
Steve,25,F,94,43,32,No
Olivia,25,M,99,78,37,Yes
Paul,25,M,51,48,68,No
Noah,24,F,54,86,50,Yes
Tom,20,M,42,83,42,No
Mia,18,M,47,93,50,Yes
Quinn,20,F,99,52,84,Yes
Diana,25,F,70,57,96,Yes
Diana,18,F,72,83,80,Yes
Liam,25,M,71,47,31,No
Olivia,21,M,55,64,34,No
Ivy,21,M,58,64,43,No
Diana,19,M,52,40,95,Yes
Uma,24,M,63,100,87,Yes
Tom,22,F,92,61,63,Yes
Jack,23,F,49,52,77,No
Eva,24,F,68,85,45,Yes
Charlie,21,M,92,96,62,Yes
Mia,18,M,53,75,66,Yes
Noah,21,F,37,92,61,Yes
Charlie,19,F,58,86,41,Yes
Bob,19,M,77,79,79,Yes
Grace,22,F,99,92,78,Yes
Ivy,20,F,51,49,82,Yes
Liam,18,M,99,51,82,Yes
Ivy,18,F,71,85,80,Yes
Quinn,23,F,33,44,44,No
Rachel,25,M,38,68,86,Yes
Mia,22,M,30,46,85,No
Ivy,21,M,100,56,95,Yes
Tom,19,F,49,61,67,No
Rachel,20,F,52,85,33,No
Olivia,20,M,46,100,76,Yes
Alice,18,F,67,90,44,Yes
Noah,18,M,46,91,33,No
Liam,19,F,92,66,65,Yes
Mia,25,F,31,87,47,No
Noah,25,F,32,90,74,Yes
Noah,18,F,53,77,64,Yes
Steve,24,M,57,71,80,Yes
Henry,20,F,31,81,94,Yes
Frank,21,F,42,32,47,No
Olivia,23,M,88,68,76,Yes
Noah,21,F,42,61,83,Yes
Paul,19,F,96,48,88,Yes
Grace,25,F,35,84,36,No
Uma,20,F,91,50,74,Yes
Diana,19,F,75,46,83,Yes
Eva,19,F,91,33,53,No
Ivy,24,F,40,88,92,Yes
Ivy,21,F,72,93,32,Yes
Olivia,24,F,60,75,39,No
Rachel,18,M,71,87,30,Yes
Quinn,20,F,98,55,76,Yes
Rachel,24,F,34,65,90,Yes
Tom,18,F,31,93,30,No
Bob,19,M,51,43,55,No
Eva,25,F,30,98,77,Yes
Tom,18,M,60,50,54,No
Bob,19,F,83,42,74,Yes
Charlie,18,F,43,91,61,Yes
Ivy,25,F,47,79,76,Yes
Olivia,25,F,64,87,74,Yes
Alice,25,F,46,75,100,Yes
Quinn,22,F,42,59,66,No
Jack,25,F,86,44,99,Yes
Rachel,20,F,68,63,32,No
Tom,20,F,60,95,100,Yes
Grace,19,F,51,95,60,Yes
Olivia,20,F,42,91,96,Yes
Quinn,21,F,74,37,98,Yes
Grace,22,M,75,76,99,Yes
Steve,22,F,89,93,70,Yes
Mia,24,M,58,86,56,Yes
Frank,25,F,75,64,70,Yes
Henry,19,M,44,34,52,No
Bob,23,F,69,97,48,Yes
Bob,20,F,37,94,92,Yes
Diana,21,M,93,70,59,Yes
Diana,22,M,42,73,75,Yes
Bob,18,F,92,89,37,Yes
Mia,23,F,100,57,68,Yes
Diana,22,F,94,30,60,Yes
Diana,21,M,75,60,76,Yes
Charlie,24,M,47,99,56,Yes
Quinn,25,F,60,64,62,Yes
Paul,21,F,54,33,82,No
Alice,25,F,58,41,71,No
Liam,19,M,98,60,76,Yes
Quinn,19,F,57,88,80,Yes
Jack,19,M,97,69,33,Yes
Paul,18,F,86,49,88,Yes
Mia,18,M,55,86,35,No
Eva,24,F,89,77,70,Yes
Jack,23,M,68,95,97,Yes
Steve,25,M,83,75,56,Yes
Alice,24,F,41,87,97,Yes
Ivy,23,M,76,100,79,Yes
Tom,20,M,31,96,100,Yes
Henry,24,M,93,82,75,Yes
Tom,24,F,45,63,35,No
Diana,22,F,44,67,69,Yes
Olivia,25,M,63,49,56,No
Noah,24,M,96,52,54,Yes
Rachel,23,M,34,62,41,No
Bob,22,M,74,79,66,Yes
Noah,19,M,44,64,83,Yes
Charlie,22,F,31,91,86,Yes
Grace,22,M,100,58,56,Yes
Tom,20,F,30,71,51,No
Alice,21,F,84,31,100,Yes
Henry,18,M,80,98,99,Yes
Liam,25,F,43,100,49,Yes
Ivy,20,M,44,99,79,Yes
Noah,24,M,57,56,94,Yes
Frank,25,F,33,95,93,Yes
Frank,23,F,58,49,98,Yes
Ivy,18,F,54,31,40,No
Ivy,25,F,78,33,39,No
Steve,24,M,93,74,85,Yes
Frank,24,M,74,71,82,Yes
Noah,18,F,39,95,74,Yes
Grace,18,F,68,97,86,Yes
Frank,23,F,70,69,69,Yes
Charlie,18,M,88,56,93,Yes
Frank,20,F,48,37,51,No
Olivia,22,M,83,91,68,Yes
Olivia,20,F,55,93,60,Yes
Mia,23,M,53,76,44,No
Ivy,21,M,81,44,94,Yes
Steve,24,M,94,79,48,Yes
Alice,22,M,100,30,89,Yes
Mia,21,M,80,59,50,Yes
Jack,22,M,53,52,59,No
Henry,20,F,58,66,43,No
Noah,19,M,34,52,84,No
Paul,23,M,99,54,38,Yes
Grace,24,M,30,55,40,No
Diana,25,F,64,55,44,No
Frank,25,M,98,54,96,Yes
Ivy,22,M,32,55,61,No
Charlie,19,F,50,55,72,No
Mia,23,M,31,52,35,No
Uma,25,F,84,83,48,Yes
Noah,24,M,48,76,60,Yes
Diana,19,M,53,64,74,Yes
Henry,22,M,48,64,56,No
Diana,22,F,86,84,43,Yes
Rachel,25,M,86,74,64,Yes
Mia,21,F,41,44,75,No
Charlie,25,M,50,69,94,Yes
Frank,20,F,40,31,87,No
Mia,22,F,31,32,81,No
Alice,18,F,62,57,81,Yes
Liam,25,M,77,63,41,Yes
Frank,21,M,74,66,49,Yes
Noah,25,M,71,41,83,Yes
Olivia,21,F,37,51,38,No
Paul,19,M,35,61,97,Yes
Liam,18,F,68,45,90,Yes
Tom,22,F,89,79,43,Yes
Mia,24,F,40,86,37,No
Jack,23,F,35,82,31,No
Ivy,25,F,54,31,58,No
Paul,21,M,53,61,69,Yes
Steve,19,F,38,79,74,Yes
Jack,20,F,96,45,75,Yes
Quinn,19,M,91,48,45,Yes
Uma,18,M,76,72,85,Yes
Eva,18,F,44,46,87,No
Charlie,23,F,48,74,92,Yes
Alice,22,F,74,95,43,Yes
Bob,25,F,64,75,40,No
Noah,22,F,82,94,40,Yes
Frank,20,M,68,39,55,No
Paul,21,F,31,47,54,No
Eva,24,M,70,77,68,Yes
Quinn,23,F,38,63,69,No
Noah,22,M,81,37,37,No
Grace,24,F,83,63,50,Yes
Mia,25,M,88,97,87,Yes
Frank,20,F,86,67,91,Yes
Eva,21,F,68,72,82,Yes
Noah,25,F,70,40,32,No
Rachel,21,F,89,90,79,Yes
Diana,24,M,30,32,100,No
Quinn,18,M,92,39,38,No
Olivia,23,M,67,82,79,Yes
Rachel,22,F,99,81,49,Yes
Jack,19,F,64,73,57,Yes
Paul,21,M,61,88,56,Yes
Frank,24,M,87,76,79,Yes
Olivia,20,M,65,74,78,Yes
Quinn,23,F,64,46,34,No
Rachel,18,M,43,33,67,No
Olivia,25,M,39,32,76,No
Paul,22,F,39,84,54,No
Bob,23,F,93,83,61,Yes
Bob,23,F,82,90,49,Yes
Quinn,25,M,68,30,96,Yes
Frank,18,M,90,96,79,Yes
Paul,23,M,93,66,41,Yes
Liam,22,F,59,62,83,Yes
Diana,23,F,78,37,59,No
Noah,19,M,88,52,69,Yes
Uma,23,M,48,46,61,No
Ivy,18,M,42,61,31,No
Frank,19,M,67,40,96,Yes
Henry,22,F,93,73,34,Yes
Eva,23,M,43,45,47,No
Alice,18,F,90,56,52,Yes
Henry,24,F,85,49,30,No
Ivy,18,F,57,75,55,Yes
Alice,21,F,40,49,36,No
Frank,22,F,79,67,92,Yes
Mia,23,M,38,96,46,Yes
Steve,25,F,76,30,93,Yes
Liam,24,M,38,87,89,Yes
Frank,18,M,30,65,81,No
Mia,19,M,45,92,57,Yes
Paul,19,F,96,40,81,Yes
Uma,22,F,84,69,61,Yes
Eva,22,F,84,97,37,Yes
Uma,19,F,96,96,72,Yes
Liam,23,M,69,63,72,Yes
Quinn,18,M,31,93,76,Yes
Ivy,24,M,69,42,91,Yes
Rachel,25,F,38,32,82,No
Steve,22,M,61,73,85,Yes
Mia,24,M,41,51,99,Yes
Bob,23,F,86,97,70,Yes
Bob,20,F,36,75,48,No
Rachel,25,F,40,32,94,No
Quinn,20,M,38,33,41,No
Olivia,22,F,99,37,57,Yes
Diana,25,M,75,92,64,Yes
Rachel,19,F,98,51,99,Yes
Ivy,18,M,52,83,62,Yes
Frank,21,F,78,64,80,Yes
Ivy,22,F,72,40,54,No
Bob,24,F,83,37,62,Yes
Alice,21,F,53,34,78,No
Jack,25,F,58,81,55,Yes
Eva,20,F,70,30,81,Yes
Alice,25,M,51,48,89,Yes
Charlie,20,F,58,30,40,No
Bob,18,F,64,65,60,Yes
Grace,20,M,56,88,69,Yes
Noah,19,F,80,90,50,Yes
Diana,23,M,74,62,88,Yes
Liam,23,M,78,46,99,Yes
Alice,21,M,86,47,80,Yes
Steve,23,M,42,87,77,Yes
Ivy,20,F,63,45,64,No
Grace,24,M,50,53,79,Yes
Alice,20,F,79,47,76,Yes
Noah,20,M,83,86,91,Yes
Diana,23,M,49,53,44,No
Olivia,18,F,42,34,61,No
Grace,19,M,90,32,81,Yes
Jack,25,M,61,73,58,Yes
Olivia,25,M,47,91,41,No
Rachel,20,M,56,96,58,Yes
Alice,20,F,59,58,31,No
Liam,23,F,94,76,43,Yes
Tom,22,M,83,50,81,Yes
Eva,20,F,93,82,81,Yes
Quinn,21,M,67,51,90,Yes
Ivy,21,M,41,87,67,Yes
Tom,20,M,56,73,87,Yes
Ivy,23,F,51,91,73,Yes
Uma,25,F,38,94,30,No
Frank,18,F,44,86,67,Yes
Steve,19,F,87,48,49,Yes
Uma,23,M,90,75,90,Yes
Charlie,25,M,36,66,39,No
Liam,24,F,91,77,47,Yes
Jack,23,F,82,49,32,No
Bob,18,M,99,68,66,Yes
Liam,18,M,37,95,87,Yes
Liam,25,M,57,48,57,No
Alice,18,F,45,96,80,Yes
Ivy,20,M,96,60,44,Yes
Grace,21,M,34,96,73,Yes
Steve,19,M,97,49,43,Yes
Tom,23,F,42,86,48,No
Olivia,23,F,38,85,39,No
Olivia,23,M,86,68,67,Yes
Bob,25,F,75,81,49,Yes
Quinn,24,M,59,95,92,Yes
Quinn,24,M,80,43,46,No
Liam,24,M,50,89,59,Yes
Tom,19,F,55,61,96,Yes
Paul,25,M,70,45,97,Yes
Frank,21,F,84,39,63,Yes
Rachel,19,M,76,70,79,Yes
Paul,22,F,92,40,67,Yes
Uma,22,F,45,97,94,Yes
Jack,24,M,69,90,49,Yes
Paul,22,M,47,87,47,Yes
Alice,25,F,58,59,67,Yes
Steve,19,F,65,97,86,Yes
Olivia,21,M,55,35,66,No
Paul,24,F,31,63,34,No
Rachel,21,F,72,55,77,Yes
Mia,23,M,96,50,41,Yes
Diana,25,F,50,64,44,No
Rachel,21,M,69,85,55,Yes
Olivia,21,M,43,66,57,No
Liam,18,F,53,98,57,Yes
Grace,21,F,62,52,52,No
Henry,21,M,71,49,30,No
Rachel,21,F,49,37,65,No
Henry,18,M,98,49,37,Yes
Henry,22,M,41,93,100,Yes
Paul,19,F,33,56,46,No
Jack,23,M,98,77,74,Yes
Liam,24,F,37,56,32,No
Olivia,21,F,97,58,72,Yes
Henry,19,F,73,47,96,Yes
Eva,21,M,82,44,87,Yes
Steve,25,F,30,98,95,Yes
Bob,21,F,70,90,81,Yes
Alice,19,M,41,60,50,No
Diana,20,F,50,71,90,Yes
Charlie,24,F,37,91,95,Yes
Alice,24,F,66,42,33,No
Quinn,18,M,99,43,45,Yes
Mia,18,M,41,70,96,Yes
Charlie,23,M,50,45,76,No
Quinn,22,F,42,52,43,No
Frank,19,F,31,74,96,Yes
Diana,18,M,77,72,39,Yes
Steve,23,F,37,87,72,Yes
Paul,20,F,86,88,92,Yes
Liam,25,M,48,91,89,Yes
Steve,19,M,74,58,57,Yes
Paul,18,F,54,73,93,Yes
Frank,23,M,71,51,99,Yes
Alice,23,F,33,56,33,No
Eva,21,F,95,56,44,Yes
Charlie,23,M,38,80,52,No
Mia,24,F,68,70,73,Yes
Charlie,23,M,37,61,59,No
Liam,19,M,78,88,48,Yes
Ivy,21,M,47,86,91,Yes
Jack,23,F,31,39,32,No
Diana,25,M,67,35,85,Yes
Charlie,18,M,50,38,74,No
Rachel,24,F,97,45,98,Yes
Ivy,20,F,71,83,34,Yes
Liam,20,M,33,92,31,No
Quinn,23,F,65,79,97,Yes
Jack,24,F,92,65,87,Yes
Henry,20,F,57,86,39,Yes
Quinn,21,F,81,70,94,Yes
Liam,20,M,51,47,90,Yes
Paul,19,F,58,69,67,Yes
Jack,19,M,85,67,49,Yes
Steve,19,F,45,48,49,No
Bob,25,F,39,81,64,Yes
Eva,20,M,85,74,36,Yes
Mia,18,M,69,81,55,Yes
Olivia,21,M,52,69,60,Yes
Mia,21,M,63,70,95,Yes
Grace,21,F,89,38,32,No
Steve,23,M,57,37,92,Yes
Quinn,21,F,78,53,96,Yes
Jack,18,M,59,54,84,Yes
Jack,19,F,61,48,38,No
Charlie,18,F,56,37,78,No
Uma,23,F,74,85,45,Yes
Alice,24,M,50,33,54,No
Diana,23,M,82,75,98,Yes
Tom,18,F,73,38,71,Yes
Charlie,23,F,82,62,96,Yes
Mia,25,F,33,35,84,No
Tom,20,M,95,96,35,Yes
Steve,21,F,93,75,59,Yes
Quinn,21,M,87,58,82,Yes
Frank,19,F,64,60,93,Yes
Frank,18,M,45,85,30,No
Grace,20,M,34,83,97,Yes
